ticker,crossover_rate_used,best_fitness,sma_short_window,sma_long_window,rsi_period,rsi_oversold,rsi_overbought,macd_fast_period,macd_slow_period,macd_signal_period,bbands_window,bbands_num_std,stop_loss_pct,take_profit_pct,position_size_pct,signal_combination_weight
AAPL,0.6722349515983036,1.148988040774257,5.0,82.0,21.0,31.30075691406431,82.73073982345892,17.0,20.0,6.0,37.0,1.271523731383897,0.05542371415702418,0.41310422553353077,0.9885857974049931,0.39564644771274937
NVDA,0.7268171003886632,0.8480361427174901,21.0,118.0,12.0,35.543728253660575,76.43913401629985,9.0,27.0,15.0,16.0,2.850905110233059,0.15567127497924046,0.0346313853327009,0.9998392438174457,0.0009214360926297349
GOOG,0.7153278453009468,1.3629686908682914,7.0,180.0,23.0,36.11190877975119,86.72883242290946,12.0,40.0,7.0,32.0,2.0811935549286855,0.04265679979167393,0.3309781969282004,0.9966331965673612,0.6988440474312801
MSFT,0.6996462975229536,0.4291770615041157,49.0,116.0,22.0,17.31590317572868,60.625696770742465,17.0,25.0,6.0,24.0,2.622779771378796,0.024203600676187514,0.31404239958791386,0.9885857974049931,0.3273346145202852
AMZN,0.7006321626050132,0.6015359539446643,8.0,79.0,21.0,36.876087264036876,77.52012235694919,11.0,40.0,14.0,38.0,2.1224421213972096,0.09373865935305804,0.05332196223815357,0.9885857974049931,0.25244682797058626
META,0.7262036536421095,0.8903636070162344,22.0,73.0,29.0,18.253721004583845,85.92683270337713,10.0,22.0,11.0,22.0,2.9673413079982867,0.030379473819111748,0.4464273463080506,0.9973120324134244,0.1732507957586893
