generation,best_fitness
0,0.12217618923124807
1,0.12217618923124807
2,0.12217618923124807
3,0.12217618923124807
4,0.12217618923124807
5,0.12217618923124807
6,0.12217618923124807
7,0.17267602178791353
8,0.17267602178791353
9,0.17267602178791353
10,0.17267602178791353
11,0.18288101610265461
12,0.18288101610265461
13,0.18288101610265461
14,0.19330652463576747
15,0.19330652463576747
16,0.2144001133478115
17,0.23675154525028086
18,0.25690631493433247
19,0.25690631493433247
20,0.38144406196045755
21,0.38144406196045755
22,0.38144406196045755
23,0.3877309619924245
24,0.3877309619924245
25,0.3877309619924245
26,0.3877309619924245
27,0.3877309619924245
28,0.3877309619924245
29,0.3877309619924245
30,0.3877309619924245
31,0.3877309619924245
32,0.3877309619924245
33,0.3877309619924245
34,0.3877309619924245
35,0.3877309619924245
36,0.3877309619924245
37,0.3877309619924245
38,0.3877309619924245
39,0.3877309619924245
40,0.3877309619924245
41,0.3877309619924245
42,0.3877309619924245
43,0.3877309619924245
44,0.3877309619924245
45,0.39085050059323034
46,0.39085050059323034
47,0.39085050059323034
48,0.39085050059323034
49,0.39085050059323034
50,0.39085050059323034
51,0.39085050059323034
52,0.39085050059323034
53,0.39085050059323034
54,0.39085050059323034
55,0.39085050059323034
56,0.39085050059323034
57,0.39085050059323034
58,0.39085050059323034
59,0.39085050059323034
60,0.39085050059323034
61,0.39085050059323034
62,0.39085050059323034
63,0.39085050059323034
64,0.39085050059323034
65,0.39085050059323034
66,0.39085050059323034
67,0.39085050059323034
68,0.39085050059323034
69,0.39085050059323034
70,0.39085050059323034
71,0.39085050059323034
72,0.39372952720036847
73,0.39372952720036847
74,0.40765918092775766
75,0.40765918092775766
76,0.40765918092775766
77,0.40765918092775766
78,0.40765918092775766
79,0.40765918092775766
80,0.40765918092775766
81,0.40765918092775766
82,0.40765918092775766
83,0.41052370742488264
84,0.41052370742488264
85,0.41052370742488264
86,0.41052370742488264
87,0.41052370742488264
88,0.41052370742488264
89,0.41052370742488264
90,0.41052370742488264
91,0.41052370742488264
92,0.41052370742488264
93,0.41052370742488264
94,0.41052370742488264
95,0.41052370742488264
96,0.41052370742488264
97,0.41052370742488264
98,0.41052370742488264
99,0.41052370742488264
100,0.41052370742488264
101,0.41052370742488264
102,0.41052370742488264
103,0.41052370742488264
104,0.4291770615041157
105,0.4291770615041157
106,0.4291770615041157
107,0.4291770615041157
108,0.4291770615041157
109,0.4291770615041157
110,0.4291770615041157
111,0.4291770615041157
112,0.4291770615041157
113,0.4291770615041157
114,0.4291770615041157
115,0.4291770615041157
116,0.4291770615041157
117,0.4291770615041157
118,0.4291770615041157
119,0.4291770615041157
120,0.4291770615041157
121,0.4291770615041157
122,0.4291770615041157
123,0.4291770615041157
124,0.4291770615041157
125,0.4291770615041157
126,0.4291770615041157
127,0.4291770615041157
128,0.4291770615041157
129,0.4291770615041157
130,0.4291770615041157
131,0.4291770615041157
132,0.4291770615041157
133,0.4291770615041157
134,0.4291770615041157
135,0.4291770615041157
136,0.4291770615041157
137,0.4291770615041157
138,0.4291770615041157
139,0.4291770615041157
140,0.4291770615041157
141,0.4291770615041157
142,0.4291770615041157
143,0.4291770615041157
144,0.4291770615041157
145,0.4291770615041157
146,0.4291770615041157
147,0.4291770615041157
148,0.4291770615041157
149,0.4291770615041157
150,0.4291770615041157
151,0.4291770615041157
152,0.4291770615041157
153,0.4291770615041157
154,0.4291770615041157
155,0.4291770615041157
156,0.4291770615041157
157,0.4291770615041157
158,0.4291770615041157
159,0.4291770615041157
160,0.4291770615041157
161,0.4291770615041157
162,0.4291770615041157
163,0.4291770615041157
164,0.4291770615041157
165,0.4291770615041157
166,0.4291770615041157
167,0.4291770615041157
168,0.4291770615041157
169,0.4291770615041157
170,0.4291770615041157
171,0.4291770615041157
172,0.4291770615041157
173,0.4291770615041157
174,0.4291770615041157
175,0.4291770615041157
176,0.4291770615041157
177,0.4291770615041157
178,0.4291770615041157
179,0.4291770615041157
180,0.4291770615041157
181,0.4291770615041157
182,0.4291770615041157
183,0.4291770615041157
184,0.4291770615041157
185,0.4291770615041157
186,0.4291770615041157
187,0.4291770615041157
188,0.4291770615041157
189,0.4291770615041157
190,0.4291770615041157
191,0.4291770615041157
192,0.4291770615041157
193,0.4291770615041157
194,0.4291770615041157
195,0.4291770615041157
196,0.4291770615041157
197,0.4291770615041157
198,0.4291770615041157
199,0.4291770615041157
200,0.4291770615041157
201,0.4291770615041157
202,0.4291770615041157
203,0.4291770615041157
204,0.4291770615041157
205,0.4291770615041157
206,0.4291770615041157
207,0.4291770615041157
208,0.4291770615041157
209,0.4291770615041157
210,0.4291770615041157
211,0.4291770615041157
212,0.4291770615041157
213,0.4291770615041157
214,0.4291770615041157
215,0.4291770615041157
216,0.4291770615041157
217,0.4291770615041157
218,0.4291770615041157
219,0.4291770615041157
220,0.4291770615041157
221,0.4291770615041157
222,0.4291770615041157
223,0.4291770615041157
224,0.4291770615041157
225,0.4291770615041157
226,0.4291770615041157
227,0.4291770615041157
228,0.4291770615041157
229,0.4291770615041157
230,0.4291770615041157
231,0.4291770615041157
232,0.4291770615041157
233,0.4291770615041157
234,0.4291770615041157
235,0.4291770615041157
236,0.4291770615041157
237,0.4291770615041157
238,0.4291770615041157
239,0.4291770615041157
240,0.4291770615041157
241,0.4291770615041157
242,0.4291770615041157
243,0.4291770615041157
244,0.4291770615041157
245,0.4291770615041157
246,0.4291770615041157
247,0.4291770615041157
